StimNum,Key,KeyNum,Symb,Symb_R,Symb_G,X_pos,Y_pos,Hand,Sound_P,Sound_N,Beep,Import_Stim.thisRepN,Import_Stim.thisTrialN,Import_Stim.thisN,Import_Stim.thisIndex,RT_Hand_Bool.thisRepN,RT_Hand_Bool.thisTrialN,RT_Hand_Bool.thisN,RT_Hand_Bool.thisIndex,TR_Hand_Bool.thisRepN,TR_Hand_Bool.thisTrialN,TR_Hand_Bool.thisN,TR_Hand_Bool.thisIndex,CR_Old_Bool.thisRepN,CR_Old_Bool.thisTrialN,CR_Old_Bool.thisN,CR_Old_Bool.thisIndex,TR_Old_Pre_Bool.thisRepN,TR_Old_Pre_Bool.thisTrialN,TR_Old_Pre_Bool.thisN,TR_Old_Pre_Bool.thisIndex,RT_Bool.thisRepN,RT_Bool.thisTrialN,RT_Bool.thisN,RT_Bool.thisIndex,TR_Old_Post_Bool.thisRepN,TR_Old_Post_Bool.thisTrialN,TR_Old_Post_Bool.thisN,TR_Old_Post_Bool.thisIndex,CR_New_Bool.thisRepN,CR_New_Bool.thisTrialN,CR_New_Bool.thisN,CR_New_Bool.thisIndex,CR_Grp_Stop_Bool.thisRepN,CR_Grp_Stop_Bool.thisTrialN,CR_Grp_Stop_Bool.thisN,CR_Grp_Stop_Bool.thisIndex,CR_New_Iter_Stop.thisRepN,CR_New_Iter_Stop.thisTrialN,CR_New_Iter_Stop.thisN,CR_New_Iter_Stop.thisIndex,symb_map,symb_remap,Remap_Pair_1,Remap_Pair_2,Instr_Exp_Text.started,Instr_Exp_Text.stopped,Instr_Exp_Key.keys,Instr_Exp_Key.rt,Instr_Exp_Key.started,Instr_Exp_Key.stopped,Instr_CR_New_Text.started,Instr_CR_New_Text.stopped,Instr_CR_New_Press.keys,Instr_CR_New_Press.rt,Instr_CR_New_Press.started,Instr_CR_New_Press.stopped,Pre_Trial_Rec_Frame.started,Pre_Trial_Rec_Frame.stopped,stim_val,proposed_choice,key_num,stim_type,key,block_type,remap,repeat_count,trial_Count,grp_stop,grp_swap,block_num,prep_time,session,actual_press,rt,actual_choice,correct,RT_Rec_Frame_Stop.started,RT_Rec_Frame_Stop.stopped,RT_Stim_Image_Stop.started,RT_Stim_Image_Stop.stopped,RT_Press_Stop.keys,RT_Press_Stop.corr,RT_Press_Stop.started,RT_Press_Stop.stopped,CR_Feedback_Coin_Old.started,CR_Feedback_Coin_Old.stopped,RT_Rec_Frame_Feedback.started,RT_Rec_Frame_Feedback.stopped,RT_Feedback_Image.started,RT_Feedback_Image.stopped,RT_Press_Stop.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,16.20625720010139,None,media/ddnb.png,4,0,Symb,h,CR,1,0,2,1,0,1,99,1,a,99,8,0,16.414969100034796,18.413038400001824,16.414969100034796,None,None,0,16.414969100034796,None,18.479651439981534,None,18.475500600063242,None,18.475500600063242,None,,1,1,2021_Jan_31_1805,Prep_vs_Init,2020.1.3,59.71992551590747,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,19.51122830004897,None,media/ddnb.png,4,0,Symb,h,CR,1,1,2,1,0,1,99,1,a,99,8,0,19.71720210008789,21.71332480001729,19.71720210008789,None,None,0,19.71720210008789,None,21.763284580002075,None,21.762911800062284,None,21.762911800062284,None,,1,1,2021_Jan_31_1805,Prep_vs_Init,2020.1.3,59.71992551590747,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,22.79718120000325,None,media/ddnb.png,4,0,Symb,h,CR,1,2,2,1,0,1,99,1,a,99,8,0,23.02353360003326,25.011779200052842,23.02353360003326,None,None,0,23.02353360003326,None,25.0450857200427,None,25.050197700038552,None,25.050197700038552,None,,1,1,2021_Jan_31_1805,Prep_vs_Init,2020.1.3,59.71992551590747,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,26.099885700037703,None,media/ddnb.png,4,0,Symb,h,CR,1,3,2,1,0,1,99,1,u,0.8075787000125274,1,0,26.313218700001016,None,26.313218700001016,None,u,0,26.313218700001016,None,27.195888840057886,None,27.19594450003933,None,27.19594450003933,None,0.8075787000125274,1,1,2021_Jan_31_1805,Prep_vs_Init,2020.1.3,59.71992551590747,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,28.22294690005947,None,media/ddnb.png,4,0,Symb,h,CR,1,4,2,1,0,1,99,1,h,0.1518629000056535,0,1,28.44113010005094,None,28.44113010005094,None,h,1,28.44113010005094,None,28.647549280000387,None,28.647087300079875,28.962304300046526,28.647087300079875,28.962304300046526,0.1518629000056535,1,1,2021_Jan_31_1805,Prep_vs_Init,2020.1.3,59.71992551590747,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,29.121961000026204,None,media/dgnb.png,3,3,Symb,l,CR,1,0,3,1,0,1,99,1,a,99,8,1,29.34348040004261,31.330133800045587,29.34348040004261,None,None,0,29.34348040004261,None,31.396746840025298,None,31.388698099995963,31.695389900007285,31.388698099995963,31.695389900007285,,1,1,2021_Jan_31_1805,Prep_vs_Init,2020.1.3,59.71992551590747,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,31.88545270008035,None,media/dnnb.png,1,1,Symb,u,CR,1,0,4,1,0,1,99,1,a,99,8,0,32.10837630007882,34.09683620010037,32.10837630007882,None,None,0,32.10837630007882,None,34.16344924008008,None,34.156334200059064,None,34.156334200059064,None,,1,1,2021_Jan_31_1805,Prep_vs_Init,2020.1.3,59.71992551590747,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,35.20720440009609,None,media/dnnb.png,1,1,Symb,u,CR,1,1,4,1,0,1,99,1,a,99,8,0,35.42529480007943,37.41286070004571,35.42529480007943,None,None,0,35.42529480007943,None,37.462820480030494,None,37.456449900055304,None,37.456449900055304,None,,1,1,2021_Jan_31_1805,Prep_vs_Init,2020.1.3,59.71992551590747,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,38.49009130010381,None,media/dnnb.png,1,1,Symb,u,CR,1,2,4,1,0,1,99,1,u,0.36816929990891367,1,1,38.70442860003095,None,38.70442860003095,None,u,1,38.70442860003095,None,39.128833679982925,None,39.12387640005909,39.43030460004229,39.12387640005909,39.43030460004229,0.36816929990891367,1,1,2021_Jan_31_1805,Prep_vs_Init,2020.1.3,59.71992551590747,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,39.60550560010597,None,media/ddnb.png,4,0,Symb,h,CR,1,0,5,1,0,1,99,1,a,99,8,1,39.816169400000945,41.81323580001481,39.816169400000945,None,None,0,39.816169400000945,None,41.879848839994516,None,41.87099670001771,42.18033420003485,41.87099670001771,42.18033420003485,,1,1,2021_Jan_31_1805,Prep_vs_Init,2020.1.3,59.71992551590747,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,42.32343720004428,None,media/dfnb.png,6,2,Symb,i,CR,1,0,6,1,0,1,99,1,a,99,8,0,42.53535250003915,44.512227500090376,42.53535250003915,None,None,0,42.53535250003915,None,44.57905327997869,None,44.57489210006315,None,44.57489210006315,None,,1,1,2021_Jan_31_1805,Prep_vs_Init,2020.1.3,59.71992551590747,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.62196970009245,None,media/dfnb.png,6,2,Symb,i,CR,1,1,6,1,0,1,99,1,a,99,8,0,45.83930600003805,47.829324900056235,45.83930600003805,None,None,0,45.83930600003805,None,,,,,,,,,1,,,,,
