StimNum,Key,KeyNum,Symb,Symb_R,Symb_G,X_pos,Y_pos,Hand,Sound_P,Sound_N,Beep,Import_Stim.thisRepN,Import_Stim.thisTrialN,Import_Stim.thisN,Import_Stim.thisIndex,RT_Hand_Bool.thisRepN,RT_Hand_Bool.thisTrialN,RT_Hand_Bool.thisN,RT_Hand_Bool.thisIndex,TR_Hand_Bool.thisRepN,TR_Hand_Bool.thisTrialN,TR_Hand_Bool.thisN,TR_Hand_Bool.thisIndex,CR_Old_Bool.thisRepN,CR_Old_Bool.thisTrialN,CR_Old_Bool.thisN,CR_Old_Bool.thisIndex,TR_Old_Pre_Bool.thisRepN,TR_Old_Pre_Bool.thisTrialN,TR_Old_Pre_Bool.thisN,TR_Old_Pre_Bool.thisIndex,RT_Bool.thisRepN,RT_Bool.thisTrialN,RT_Bool.thisN,RT_Bool.thisIndex,TR_Old_Post_Bool.thisRepN,TR_Old_Post_Bool.thisTrialN,TR_Old_Post_Bool.thisN,TR_Old_Post_Bool.thisIndex,CR_New_Bool.thisRepN,CR_New_Bool.thisTrialN,CR_New_Bool.thisN,CR_New_Bool.thisIndex,CR_Grp_Stop_Bool.thisRepN,CR_Grp_Stop_Bool.thisTrialN,CR_Grp_Stop_Bool.thisN,CR_Grp_Stop_Bool.thisIndex,CR_New_Iter_Stop.thisRepN,CR_New_Iter_Stop.thisTrialN,CR_New_Iter_Stop.thisN,CR_New_Iter_Stop.thisIndex,symb_map,symb_remap,Remap_Pair_1,Remap_Pair_2,Instr_Exp_Text.started,Instr_Exp_Text.stopped,Instr_Exp_Key.keys,Instr_Exp_Key.rt,Instr_Exp_Key.started,Instr_Exp_Key.stopped,Instr_CR_New_Text.started,Instr_CR_New_Text.stopped,Instr_CR_New_Press.keys,Instr_CR_New_Press.rt,Instr_CR_New_Press.started,Instr_CR_New_Press.stopped,Pre_Trial_Rec_Frame.started,Pre_Trial_Rec_Frame.stopped,stim_val,proposed_choice,key_num,stim_type,key,block_type,remap,repeat_count,trial_Count,grp_stop,grp_swap,block_num,prep_time,session,actual_press,rt,actual_choice,correct,RT_Rec_Frame_Stop.started,RT_Rec_Frame_Stop.stopped,RT_Stim_Image_Stop.started,RT_Stim_Image_Stop.stopped,RT_Press_Stop.keys,RT_Press_Stop.corr,RT_Press_Stop.rt,RT_Press_Stop.started,RT_Press_Stop.stopped,CR_Feedback_Coin_Old.started,CR_Feedback_Coin_Old.stopped,RT_Rec_Frame_Feedback.started,RT_Rec_Frame_Feedback.stopped,RT_Feedback_Image.started,RT_Feedback_Image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,12.63354770001024,None,media/dgnb.png,3,3,Symb,l,CR,1,1,0,1,0,1,99,1,u,0.04395049996674061,1,0,12.855045800097287,None,12.855045800097287,None,u,0,0.04395049996674061,12.855045800097287,None,12.974741320009343,None,12.96690750005655,None,12.96690750005655,None,1,1,2021_Jan_31_1743,Prep_vs_Init,2020.1.3,59.99772009721453,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,14.02036400011275,None,media/dgnb.png,3,3,Symb,l,CR,1,2,0,1,0,1,99,1,i,0.08255339995957911,2,0,14.240398800000548,None,14.240398800000548,None,i,0,0.08255339995957911,14.240398800000548,None,14.373700340103824,None,14.36905310000293,None,14.36905310000293,None,1,1,2021_Jan_31_1743,Prep_vs_Init,2020.1.3,59.99772009721453,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,15.41442560008727,None,media/dgnb.png,3,3,Symb,l,CR,1,3,0,1,0,1,99,1,l,0.0519196999957785,3,1,15.647052600048482,None,15.647052600048482,None,l,1,0.0519196999957785,15.647052600048482,None,15.75739224004792,None,15.758599700056948,16.07331750006415,15.758599700056948,16.07331750006415,1,1,2021_Jan_31_1743,Prep_vs_Init,2020.1.3,59.99772009721453,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,16.22363890009001,None,media/djnb.png,0,0,Symb,h,CR,1,0,1,1,0,1,99,1,h,0.6661514000734314,0,0,16.449058300000615,None,16.449058300000615,None,h,1,0.6661514000734314,16.449058300000615,None,17.208814400073607,None,17.197961600031704,None,17.197961600031704,None,1,1,2021_Jan_31_1743,Prep_vs_Init,2020.1.3,59.99772009721453,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,18.25156240002252,None,media/djnb.png,0,0,Symb,h,CR,1,1,1,1,0,1,99,1,l,0.11156319989822805,3,0,18.475922400015406,None,18.475922400015406,None,l,0,0.11156319989822805,18.475922400015406,None,18.642271940072533,None,18.646248300094157,None,18.646248300094157,None,1,1,2021_Jan_31_1743,Prep_vs_Init,2020.1.3,59.99772009721453,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,19.68759180000052,None,media/djnb.png,0,0,Symb,h,CR,1,2,1,1,0,1,99,1,u,0.07564880000427365,1,0,19.903571500093676,None,19.903571500093676,None,u,0,0.07564880000427365,19.903571500093676,None,20.05890172009822,None,20.05758990009781,None,20.05758990009781,None,1,1,2021_Jan_31_1743,Prep_vs_Init,2020.1.3,59.99772009721453,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,21.100692400010303,None,media/djnb.png,0,0,Symb,h,CR,1,3,1,1,0,1,99,1,i,0.10289199999533594,2,0,21.324545800103806,None,21.324545800103806,None,i,0,0.10289199999533594,21.324545800103806,None,21.508895820006728,None,21.503652900108136,None,21.503652900108136,None,1,1,2021_Jan_31_1743,Prep_vs_Init,2020.1.3,59.99772009721453,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,22.536321800085716,None,media/djnb.png,0,0,Symb,h,CR,1,4,1,1,0,1,99,1,a,99,8,1,22.7473473000573,24.74038760003168,22.7473473000573,None,None,0,,22.7473473000573,None,24.790826240030583,None,24.791230200091377,25.091456900001504,24.791230200091377,25.091456900001504,1,1,2021_Jan_31_1743,Prep_vs_Init,2020.1.3,59.99772009721453,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,25.26853680005297,None,media/dgnb.png,3,3,Symb,l,CR,1,0,2,1,0,1,99,1,l,0.7048567000310868,3,1,25.490653500077315,None,25.490653500077315,None,l,1,0.7048567000310868,25.490653500077315,None,26.275488520041108,None,26.269420700031333,26.57451080007013,26.269420700031333,26.57451080007013,1,1,2021_Jan_31_1743,Prep_vs_Init,2020.1.3,59.99772009721453,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,26.74564510001801,None,media/dmnb.png,7,3,Symb,l,CR,1,0,3,1,0,1,99,1,h,0.6840606000041589,0,0,26.95920670009218,None,26.95920670009218,None,h,0,0.6840606000041589,26.95920670009218,None,27.72631022008136,None,27.71969430008903,None,27.71969430008903,None,1,1,2021_Jan_31_1743,Prep_vs_Init,2020.1.3,59.99772009721453,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,28.7644442000892,None,media/dmnb.png,7,3,Symb,l,CR,1,1,3,1,0,1,99,1,l,0.34437510010320693,3,0,28.98058990004938,None,28.98058990004938,None,l,1,0.34437510010320693,28.98058990004938,None,29.394088920089416,None,29.39303950010799,None,29.39303950010799,None,1,1,2021_Jan_31_1743,Prep_vs_Init,2020.1.3,59.99772009721453,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,30.43287150003016,None,media/dmnb.png,7,3,Symb,l,CR,1,2,3,1,0,1,99,1,u,0.16854099999181926,1,0,30.65861240006052,None,30.65861240006052,None,u,0,0.16854099999181926,30.65861240006052,None,30.908285820041783,None,30.897442800109275,None,30.897442800109275,None,1,1,2021_Jan_31_1743,Prep_vs_Init,2020.1.3,59.99772009721453,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,31.94116520008538,None,media/dmnb.png,7,3,Symb,l,CR,1,3,3,1,0,1,99,1,i,0.16793729993514717,2,0,32.15503100003116,None,32.15503100003116,None,i,0,0.16793729993514717,32.15503100003116,None,32.374029440048616,None,32.36728130001575,None,32.36728130001575,None,1,1,2021_Jan_31_1743,Prep_vs_Init,2020.1.3,59.99772009721453,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,,33.398706900072284,None,media/dmnb.png,7,3,Symb,l,CR,1,4,3,1,0,1,99,1,a,99,8,1,33.615663500037044,35.60732020006981,33.615663500037044,None,None,0,,33.615663500037044,None,35.65775884006871,None,35.66189700004179,35.974077700055204,35.66189700004179,35.974077700055204,1,1,2021_Jan_31_1743,Prep_vs_Init,2020.1.3,59.99772009721453,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,,36.132264800020494,None,media/ddnb.png,4,0,Symb,h,CR,1,0,4,1,0,1,99,1,h,0.9182841000147164,0,1,36.36496690008789,None,36.36496690008789,None,h,1,0.9182841000147164,36.36496690008789,None,37.34206714009633,None,37.34221150004305,37.64141810010187,37.34221150004305,37.64141810010187,1,1,2021_Jan_31_1743,Prep_vs_Init,2020.1.3,59.99772009721453,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,,,37.79618070006836,None,media/djnb.png,0,0,Symb,h,CR,1,0,5,1,0,1,99,1,u,0.7117382000433281,1,0,38.0279730000766,None,38.0279730000766,None,u,0,0.7117382000433281,38.0279730000766,None,38.8084192200331,None,38.799720000009984,None,38.799720000009984,None,1,1,2021_Jan_31_1743,Prep_vs_Init,2020.1.3,59.99772009721453,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,,39.85333540011197,None,media/djnb.png,0,0,Symb,h,CR,1,1,5,1,0,1,99,1,h,0.37594390008598566,0,0,40.05935970006976,None,40.05935970006976,None,h,1,0.37594390008598566,40.05935970006976,None,40.509228320093825,None,40.507843300001696,None,40.507843300001696,None,1,1,2021_Jan_31_1743,Prep_vs_Init,2020.1.3,59.99772009721453,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,,,41.54817990004085,None,media/djnb.png,0,0,Symb,h,CR,1,2,5,1,0,1,99,1,i,0.19257670000661165,2,0,41.77879960008431,None,41.77879960008431,None,i,0,0.19257670000661165,41.77879960008431,None,42.02414914005203,None,42.01882930006832,None,42.01882930006832,None,1,1,2021_Jan_31_1743,Prep_vs_Init,2020.1.3,59.99772009721453,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,,43.07258030003868,None,media/djnb.png,0,0,Symb,h,CR,1,3,5,1,0,1,99,1,a,99,8,1,43.2763298000209,45.27537970000412,43.2763298000209,None,None,0,,43.2763298000209,None,45.325818340003025,None,45.32887240010314,45.64164850011002,45.32887240010314,45.64164850011002,1,1,2021_Jan_31_1743,Prep_vs_Init,2020.1.3,59.99772009721453,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,20,0,20,0,,,,,,,,,,,,,,,,,45.80655190011021,None,media/dnnb.png,1,1,Symb,u,CR,1,0,6,1,0,1,99,1,u,0.7111139000626281,1,1,46.02818430005573,None,46.02818430005573,None,u,1,0.7111139000626281,46.02818430005573,None,46.7910003400757,None,46.785726400092244,47.09219100000337,46.785726400092244,47.09219100000337,1,1,2021_Jan_31_1743,Prep_vs_Init,2020.1.3,59.99772009721453,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,21,0,21,0,,,,,,,,,,,,,,,,,47.26293130009435,None,media/ddnb.png,4,0,Symb,h,CR,1,0,7,1,0,1,99,1,h,0.8281001999275759,0,1,47.47937620000448,None,47.47937620000448,None,h,1,0.8281001999275759,47.47937620000448,None,48.37569602008443,None,48.36592870007735,48.67543150007259,48.36592870007735,48.67543150007259,1,1,2021_Jan_31_1743,Prep_vs_Init,2020.1.3,59.99772009721453,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,22,0,22,0,,,,,,,,,,,,,,,,,48.83747480006423,None,media/dfnb.png,6,2,Symb,i,CR,1,0,8,1,0,1,99,1,i,1.0082997999852523,2,1,49.05910430010408,None,49.05910430010408,None,i,1,1.0082997999852523,49.05910430010408,None,50.14212612004485,None,50.13682420004625,50.44156840001233,50.13682420004625,50.44156840001233,1,1,2021_Jan_31_1743,Prep_vs_Init,2020.1.3,59.99772009721453,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,23,0,23,0,,,,,,,,,,,,,,,,,50.602391400025226,None,media/dfnb.png,6,2,Symb,i,CR,1,0,9,1,0,1,99,1,a,99,8,1,50.826060000108555,52.824026100104675,50.826060000108555,None,None,0,,50.826060000108555,None,52.85765186010394,None,52.86262740008533,53.17409520002548,52.86262740008533,53.17409520002548,1,1,2021_Jan_31_1743,Prep_vs_Init,2020.1.3,59.99772009721453,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,24,0,24,0,,,,,,,,,,,,,,,,,53.32275760010816,None,media/dinb.png,2,2,Symb,i,CR,1,0,10,1,0,1,99,1,a,99,8,1,53.53613480005879,55.525269200094044,53.53613480005879,None,None,0,,53.53613480005879,None,55.575707840092946,None,55.56797720002942,55.87548980000429,55.56797720002942,55.87548980000429,1,1,2021_Jan_31_1743,Prep_vs_Init,2020.1.3,59.99772009721453,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.04987010010518,None,media/dcnb.png,5,1,Symb,u,CR,1,0,11,1,0,1,99,1,,,,,,,,,,,,,,,,,,,,,1,,,,,
