StimNum,Key,KeyNum,Symb,Symb_R,Symb_G,X_pos,Y_pos,Hand,Sound_P,Sound_N,Beep,Import_Stim.thisRepN,Import_Stim.thisTrialN,Import_Stim.thisN,Import_Stim.thisIndex,RT_Hand_Bool.thisRepN,RT_Hand_Bool.thisTrialN,RT_Hand_Bool.thisN,RT_Hand_Bool.thisIndex,TR_Hand_Bool.thisRepN,TR_Hand_Bool.thisTrialN,TR_Hand_Bool.thisN,TR_Hand_Bool.thisIndex,CR_Old_Bool.thisRepN,CR_Old_Bool.thisTrialN,CR_Old_Bool.thisN,CR_Old_Bool.thisIndex,TR_Old_Pre_Bool.thisRepN,TR_Old_Pre_Bool.thisTrialN,TR_Old_Pre_Bool.thisN,TR_Old_Pre_Bool.thisIndex,RT_Bool.thisRepN,RT_Bool.thisTrialN,RT_Bool.thisN,RT_Bool.thisIndex,TR_Old_Post_Bool.thisRepN,TR_Old_Post_Bool.thisTrialN,TR_Old_Post_Bool.thisN,TR_Old_Post_Bool.thisIndex,CR_New_Bool.thisRepN,CR_New_Bool.thisTrialN,CR_New_Bool.thisN,CR_New_Bool.thisIndex,CR_Grp_Stop_Bool.thisRepN,CR_Grp_Stop_Bool.thisTrialN,CR_Grp_Stop_Bool.thisN,CR_Grp_Stop_Bool.thisIndex,CR_New_Iter_Stop.thisRepN,CR_New_Iter_Stop.thisTrialN,CR_New_Iter_Stop.thisN,CR_New_Iter_Stop.thisIndex,symb_map,symb_remap,Remap_Pair_1,Remap_Pair_2,Instr_Exp_Text.started,Instr_Exp_Text.stopped,Instr_Exp_Key.keys,Instr_Exp_Key.rt,Instr_Exp_Key.started,Instr_Exp_Key.stopped,Instr_CR_New_Text.started,Instr_CR_New_Text.stopped,Instr_CR_New_Press.keys,Instr_CR_New_Press.rt,Instr_CR_New_Press.started,Instr_CR_New_Press.stopped,Pre_Trial_Rec_Frame.started,Pre_Trial_Rec_Frame.stopped,stim_val,proposed_choice,key_num,stim_type,key,block_type,remap,repeat_count,trial_Count,grp_stop,grp_swap,block_num,prep_time,session,actual_press,rt,actual_choice,correct,RT_Rec_Frame_Stop.started,RT_Rec_Frame_Stop.stopped,RT_Stim_Image_Stop.started,RT_Stim_Image_Stop.stopped,RT_Press_Stop.keys,RT_Press_Stop.corr,RT_Press_Stop.rt,RT_Press_Stop.started,RT_Press_Stop.stopped,CR_Feedback_Coin_Old.started,CR_Feedback_Coin_Old.stopped,RT_Rec_Frame_Feedback.started,RT_Rec_Frame_Feedback.stopped,RT_Feedback_Image.started,RT_Feedback_Image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,20.768161099986173,None,media/ddnb.png,4,0,Symb,h,CR,1,1,0,1,0,1,99,1,h,0.09841790003702044,0,1,20.97393530001864,None,20.97393530001864,None,h,1,0.09841790003702044,20.97393530001864,None,21.121573199983686,None,21.119703000062145,21.42124729999341,21.119703000062145,21.42124729999341,1,1,2021_Jan_31_1745,Prep_vs_Init,2020.1.3,59.883036468820336,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,21.598620100063272,None,media/dfnb.png,6,2,Symb,i,CR,1,0,1,1,0,1,99,1,i,0.710969700012356,2,1,21.816652100067586,None,21.816652100067586,None,i,1,0.710969700012356,21.816652100067586,None,22.60410839994438,None,22.598020900040865,22.90371129999403,22.598020900040865,22.90371129999403,1,1,2021_Jan_31_1745,Prep_vs_Init,2020.1.3,59.883036468820336,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,23.060582200065255,None,media/djnb.png,0,0,Symb,h,CR,1,0,2,1,0,1,99,1,u,1.3034264000598341,1,0,23.280010999995284,None,23.280010999995284,None,u,0,1.3034264000598341,23.280010999995284,None,24.636717100045644,None,24.631841400056146,None,24.631841400056146,None,1,1,2021_Jan_31_1745,Prep_vs_Init,2020.1.3,59.883036468820336,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,25.677176799974404,None,media/djnb.png,0,0,Symb,h,CR,1,1,2,1,0,1,99,1,h,0.08744559995830059,0,0,25.888519100029953,None,25.888519100029953,None,h,1,0.08744559995830059,25.888519100029953,None,26.03753900004085,None,26.033219499979168,None,26.033219499979168,None,1,1,2021_Jan_31_1745,Prep_vs_Init,2020.1.3,59.883036468820336,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,27.06037289998494,None,media/djnb.png,0,0,Symb,h,CR,1,2,2,1,0,1,99,1,l,0.05467840004712343,3,0,27.288913000025786,None,27.288913000025786,None,l,0,0.05467840004712343,27.288913000025786,None,27.403438900015317,None,27.402997600031085,None,27.402997600031085,None,1,1,2021_Jan_31_1745,Prep_vs_Init,2020.1.3,59.883036468820336,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,28.424614900024608,None,media/djnb.png,0,0,Symb,h,CR,1,3,2,1,0,1,99,1,a,99,8,1,28.658795300056227,30.65460190002341,28.658795300056227,None,None,0,,28.658795300056227,None,30.721502700005658,None,30.715507099987008,31.02220969996415,30.715507099987008,31.02220969996415,1,1,2021_Jan_31_1745,Prep_vs_Init,2020.1.3,59.883036468820336,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,31.167432700050995,None,media/dnnb.png,1,1,Symb,u,CR,1,0,3,1,0,1,99,1,u,1.0604426000500098,1,1,31.387523900019005,None,31.387523900019005,None,u,1,1.0604426000500098,31.387523900019005,None,32.5382906999439,None,32.530720800044946,32.83807329996489,32.530720800044946,32.83807329996489,1,1,2021_Jan_31_1745,Prep_vs_Init,2020.1.3,59.883036468820336,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,32.99551669997163,None,media/dgnb.png,3,3,Symb,l,CR,1,0,4,1,0,1,99,1,a,99,8,1,33.20518659998197,35.20423689996824,33.20518659998197,None,None,0,,33.20518659998197,None,35.271137699950486,None,35.2635384000605,35.57115430000704,35.2635384000605,35.57115430000704,1,1,2021_Jan_31_1745,Prep_vs_Init,2020.1.3,59.883036468820336,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,35.74532139999792,None,media/dcnb.png,5,1,Symb,u,CR,1,0,5,1,0,1,99,1,a,99,8,1,35.97410780005157,37.97125409997534,35.97410780005157,None,None,0,,35.97410780005157,None,38.02142969996203,None,38.019659999990836,38.32160030002706,38.019659999990836,38.32160030002706,1,1,2021_Jan_31_1745,Prep_vs_Init,2020.1.3,59.883036468820336,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,38.51612260006368,None,media/dnnb.png,1,1,Symb,u,CR,1,0,6,1,0,1,99,1,u,1.0766630000434816,1,1,38.73966079996899,None,38.73966079996899,None,u,1,1.0766630000434816,38.73966079996899,None,39.90504390001297,None,39.89570830005687,40.203659899998456,39.89570830005687,40.203659899998456,1,1,2021_Jan_31_1745,Prep_vs_Init,2020.1.3,59.883036468820336,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,40.36810189997777,None,media/ddnb.png,4,0,Symb,h,CR,1,0,7,1,0,1,99,1,a,99,8,1,40.571881799958646,None,40.571881799958646,None,None,0,,40.571881799958646,None,42.62115899997298,None,42.613242299994454,42.921082800021395,42.613242299994454,42.921082800021395,1,1,2021_Jan_31_1745,Prep_vs_Init,2020.1.3,59.883036468820336,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,43.07813649997115,None,media/dinb.png,2,2,Symb,i,CR,1,0,8,1,0,1,99,1,a,99,8,1,43.3018172000302,45.288114800001495,43.3018172000302,None,None,0,,43.3018172000302,None,45.355015599983744,None,45.34646639996208,45.65328970004339,45.34646639996208,45.65328970004339,1,1,2021_Jan_31_1745,Prep_vs_Init,2020.1.3,59.883036468820336,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,45.81025260000024,None,media/dmnb.png,7,3,Symb,l,CR,1,0,9,1,0,1,99,1,l,0.6817430999362841,3,0,46.02225699997507,None,46.02225699997507,None,l,1,0.6817430999362841,46.02225699997507,None,46.78857279999647,None,46.7882615000708,None,46.7882615000708,None,1,1,2021_Jan_31_1745,Prep_vs_Init,2020.1.3,59.883036468820336,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,,47.836784700048156,None,media/dmnb.png,7,3,Symb,l,CR,1,1,9,1,0,1,99,1,a,99,8,1,48.055475900066085,50.05492709996179,48.055475900066085,None,None,0,,48.055475900066085,None,50.12182789994404,None,50.11504800000694,50.4218234999571,50.11504800000694,50.4218234999571,1,1,2021_Jan_31_1745,Prep_vs_Init,2020.1.3,59.883036468820336,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.59646040003281,None,media/djnb.png,0,0,Symb,h,CR,1,0,10,1,0,1,99,1,,,,,,,,,,,,,,,,,,,,,1,,,,,
