StimNum,Key,KeyNum,Symb,Symb_R,Symb_G,X_pos,Y_pos,Hand,Sound_P,Sound_N,Beep,Import_Stim.thisRepN,Import_Stim.thisTrialN,Import_Stim.thisN,Import_Stim.thisIndex,RT_Hand_Bool.thisRepN,RT_Hand_Bool.thisTrialN,RT_Hand_Bool.thisN,RT_Hand_Bool.thisIndex,TR_Hand_Bool.thisRepN,TR_Hand_Bool.thisTrialN,TR_Hand_Bool.thisN,TR_Hand_Bool.thisIndex,CR_Old_Bool.thisRepN,CR_Old_Bool.thisTrialN,CR_Old_Bool.thisN,CR_Old_Bool.thisIndex,TR_Old_Pre_Bool.thisRepN,TR_Old_Pre_Bool.thisTrialN,TR_Old_Pre_Bool.thisN,TR_Old_Pre_Bool.thisIndex,RT_Bool.thisRepN,RT_Bool.thisTrialN,RT_Bool.thisN,RT_Bool.thisIndex,TR_Old_Post_Bool.thisRepN,TR_Old_Post_Bool.thisTrialN,TR_Old_Post_Bool.thisN,TR_Old_Post_Bool.thisIndex,CR_New_Bool.thisRepN,CR_New_Bool.thisTrialN,CR_New_Bool.thisN,CR_New_Bool.thisIndex,CR_Grp_Stop_Bool.thisRepN,CR_Grp_Stop_Bool.thisTrialN,CR_Grp_Stop_Bool.thisN,CR_Grp_Stop_Bool.thisIndex,CR_New_Iter_Stop.thisRepN,CR_New_Iter_Stop.thisTrialN,CR_New_Iter_Stop.thisN,CR_New_Iter_Stop.thisIndex,symb_map,symb_remap,Remap_Pair_1,Remap_Pair_2,Instr_Exp_Text.started,Instr_Exp_Text.stopped,Instr_Exp_Key.keys,Instr_Exp_Key.rt,Instr_Exp_Key.started,Instr_Exp_Key.stopped,Instr_CR_New_Text.started,Instr_CR_New_Text.stopped,Instr_CR_New_Press.keys,Instr_CR_New_Press.rt,Instr_CR_New_Press.started,Instr_CR_New_Press.stopped,Pre_Trial_Rec_Frame.started,Pre_Trial_Rec_Frame.stopped,stim_val,proposed_choice,key_num,stim_type,key,block_type,remap,repeat_count,trial_Count,grp_stop,grp_swap,block_num,prep_time,session,actual_press,rt,actual_choice,correct,RT_Rec_Frame_Stop.started,RT_Rec_Frame_Stop.stopped,RT_Stim_Image_Stop.started,RT_Stim_Image_Stop.stopped,RT_Press_Stop.keys,RT_Press_Stop.corr,RT_Press_Stop.started,RT_Press_Stop.stopped,CR_Feedback_Coin_Old.started,CR_Feedback_Coin_Old.stopped,RT_Rec_Frame_Feedback.started,RT_Rec_Frame_Feedback.stopped,RT_Feedback_Image.started,RT_Feedback_Image.stopped,RT_Press_Stop.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,16.04762500000652,None,media/dnnb.png,1,1,Symb,u,CR,1,0,1,1,0,1,99,1,a,99,8,0,16.2535301001044,18.25114740000572,16.2535301001044,None,None,0,16.2535301001044,None,18.30152120999992,None,18.305212500039488,None,18.305212500039488,None,,1,1,2021_Jan_31_1813,Prep_vs_Init,2020.1.3,59.44292470772422,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,19.3582806000486,None,media/dnnb.png,1,1,Symb,u,CR,1,1,1,1,0,1,99,1,u,0.31702440010849386,1,1,19.569559100084007,None,19.569559100084007,None,u,1,19.569559100084007,None,19.951630310039036,None,19.953418000019155,20.267747800098732,19.953418000019155,20.267747800098732,0.31702440010849386,1,1,2021_Jan_31_1813,Prep_vs_Init,2020.1.3,59.44292470772422,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,20.42233860003762,None,media/ddnb.png,4,0,Symb,h,CR,1,0,2,1,0,1,99,1,a,99,8,0,20.647766800015233,22.63389260007534,20.647766800015233,None,None,0,20.647766800015233,None,22.667475140071474,None,22.67219870002009,None,22.67219870002009,None,,1,1,2021_Jan_31_1813,Prep_vs_Init,2020.1.3,59.44292470772422,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,23.710205400013365,None,media/ddnb.png,4,0,Symb,h,CR,1,1,2,1,0,1,99,1,h,0.19211790000554174,0,1,23.91776139999274,None,23.91776139999274,None,h,1,23.91776139999274,None,24.167635110090487,None,24.168689400074072,24.467938300105743,24.168689400074072,24.467938300105743,0.19211790000554174,1,1,2021_Jan_31_1813,Prep_vs_Init,2020.1.3,59.44292470772422,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,24.646549300057814,None,media/dinb.png,2,2,Symb,i,CR,1,0,3,1,0,1,99,1,i,1.8105065999552608,2,0,24.859351200051606,None,24.859351200051606,None,i,1,24.859351200051606,None,26.734759210026823,None,26.740239900071174,None,26.740239900071174,None,1.8105065999552608,1,1,2021_Jan_31_1813,Prep_vs_Init,2020.1.3,59.44292470772422,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,27.77315860008821,None,media/dinb.png,2,2,Symb,i,CR,1,1,3,1,0,1,99,1,a,99,8,1,27.989120400045067,29.984028000035323,27.989120400045067,None,None,0,27.989120400045067,None,30.051193080027588,None,30.04097400000319,30.350760800065473,30.04097400000319,30.350760800065473,,1,1,2021_Jan_31_1813,Prep_vs_Init,2020.1.3,59.44292470772422,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,30.50842339999508,None,media/dnnb.png,1,1,Symb,u,CR,1,0,4,1,0,1,99,1,a,99,8,0,30.734700500033796,None,30.734700500033796,None,None,0,30.734700500033796,None,32.785050280042924,None,32.7796837000642,None,32.7796837000642,None,,1,1,2021_Jan_31_1813,Prep_vs_Init,2020.1.3,59.44292470772422,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,33.82519600004889,None,media/dnnb.png,1,1,Symb,u,CR,1,1,4,1,0,1,99,1,u,0.11201529996469617,1,1,34.04647030006163,None,34.04647030006163,None,u,1,34.04647030006163,None,34.23578168009408,None,34.23988670005929,34.551672500092536,34.23988670005929,34.551672500092536,0.11201529996469617,1,1,2021_Jan_31_1813,Prep_vs_Init,2020.1.3,59.44292470772422,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,34.70691589999478,None,media/dgnb.png,3,3,Symb,l,CR,1,0,5,1,0,1,99,1,a,99,8,0,34.92003400006797,36.91838580009062,34.92003400006797,None,None,0,34.92003400006797,None,36.98555088008288,None,36.97614770010114,None,36.97614770010114,None,,1,1,2021_Jan_31_1813,Prep_vs_Init,2020.1.3,59.44292470772422,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,38.00866859999951,None,media/dgnb.png,3,3,Symb,l,CR,1,1,5,1,0,1,99,1,l,0.21401890006382018,3,1,38.232328000012785,None,38.232328000012785,None,l,1,38.232328000012785,None,38.51935488008894,None,38.51149840001017,38.818504300084896,38.51149840001017,38.818504300084896,0.21401890006382018,1,1,2021_Jan_31_1813,Prep_vs_Init,2020.1.3,59.44292470772422,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,38.976564900018275,None,media/djnb.png,0,0,Symb,h,CR,1,0,6,1,0,1,99,1,a,99,8,1,39.20002970006317,41.18410870002117,39.20002970006317,None,None,0,39.20002970006317,None,41.2176912400173,None,41.2232745999936,41.53499160008505,41.2232745999936,41.53499160008505,,1,1,2021_Jan_31_1813,Prep_vs_Init,2020.1.3,59.44292470772422,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,41.694040000089444,None,media/dmnb.png,7,3,Symb,l,CR,1,0,7,1,0,1,99,1,a,99,8,1,41.90359230001923,43.90136260003783,41.90359230001923,None,None,0,41.90359230001923,None,43.95173641003203,None,43.95214750000741,44.2513503000373,43.95214750000741,44.2513503000373,,1,1,2021_Jan_31_1813,Prep_vs_Init,2020.1.3,59.44292470772422,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,44.443799300002865,None,media/dfnb.png,6,2,Symb,i,CR,1,0,8,1,0,1,99,1,a,99,8,0,44.652577500091866,46.65219849999994,44.652577500091866,None,None,0,44.652577500091866,None,46.719363579992205,None,46.71206430008169,None,46.71206430008169,None,,1,1,2021_Jan_31_1813,Prep_vs_Init,2020.1.3,59.44292470772422,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,,47.77236629999243,None,media/dfnb.png,6,2,Symb,i,CR,1,1,8,1,0,1,99,1,i,0.21994030009955168,2,1,47.98617120005656,None,47.98617120005656,None,i,1,47.98617120005656,None,48.26855131005868,None,48.27291990001686,48.58562130003702,48.27291990001686,48.58562130003702,0.21994030009955168,1,1,2021_Jan_31_1813,Prep_vs_Init,2020.1.3,59.44292470772422,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,,48.75848320010118,None,media/ddnb.png,4,0,Symb,h,CR,1,0,9,1,0,1,99,1,a,99,8,0,48.98262150003575,50.9682354000397,48.98262150003575,None,None,0,48.98262150003575,None,51.0186092100339,None,51.02215309999883,None,51.02215309999883,None,,1,1,2021_Jan_31_1813,Prep_vs_Init,2020.1.3,59.44292470772422,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,,,52.05648390005808,None,media/ddnb.png,4,0,Symb,h,CR,1,1,9,1,0,1,99,1,h,0.18365679995622486,0,1,52.27884919999633,None,52.27884919999633,None,h,1,52.27884919999633,None,52.53606368007604,None,52.53492660005577,52.835171800106764,52.53492660005577,52.835171800106764,0.18365679995622486,1,1,2021_Jan_31_1813,Prep_vs_Init,2020.1.3,59.44292470772422,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,,53.0004572001053,None,media/djnb.png,0,0,Symb,h,CR,1,0,10,1,0,1,99,1,a,99,8,1,53.21417040005326,55.20094380003866,53.21417040005326,None,None,0,53.21417040005326,None,55.25131761003286,None,55.243249600054696,55.55115400010254,55.243249600054696,55.55115400010254,,1,1,2021_Jan_31_1813,Prep_vs_Init,2020.1.3,59.44292470772422,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,,,55.6930515000131,None,media/dgnb.png,3,3,Symb,l,CR,1,0,11,1,0,1,99,1,a,99,8,0,55.9089731000131,57.90180480002891,55.9089731000131,None,None,0,55.9089731000131,None,57.96896988002118,None,57.95809810003266,None,57.95809810003266,None,,1,1,2021_Jan_31_1813,Prep_vs_Init,2020.1.3,59.44292470772422,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,,59.0092482001055,None,media/dgnb.png,3,3,Symb,l,CR,1,1,11,1,0,1,99,1,l,0.2121614000061527,3,1,59.2259628000902,None,59.2259628000902,None,l,1,59.2259628000902,None,59.518920580041595,None,59.51109760010149,59.81872940005269,59.51109760010149,59.81872940005269,0.2121614000061527,1,1,2021_Jan_31_1813,Prep_vs_Init,2020.1.3,59.44292470772422,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.97443669999484,None,media/dcnb.png,5,1,Symb,u,CR,1,0,12,1,0,1,99,1,,,,,,,,,,,,,,,,,,,,,1,,,,,
